__time,/amcl_cov/data,/amcl_error/data,/amcl_num_particles/data
1686072704.015930,0.277972907,0.131349325,328.000000000
1686072704.398095,0.282858044,0.132327512,396.000000000
1686072704.850619,0.316454381,0.133299962,590.000000000
1686072705.222721,0.355038375,0.134263217,590.000000000
1686072705.594829,0.355878681,0.135212362,526.000000000
1686072706.017339,,0.136135578,
1686072706.027400,0.391892254,,526.000000000
1686072706.439813,0.277179211,0.137100771,714.000000000
1686072706.832155,0.280529588,0.138012767,775.000000000
1686072707.214317,,0.138926312,
1686072707.224375,0.281599075,,836.000000000
1686072707.646721,0.318848759,0.139792740,956.000000000
1686072708.049041,0.314733088,0.140577883,836.000000000
1686072708.441281,0.314693749,0.141360208,652.000000000
1686072708.803205,0.348833084,0.142151371,526.000000000
1686072709.245783,0.288740933,0.142901048,396.000000000
1686072709.587792,,0.143707350,
1686072709.597852,0.337054819,,396.000000000
1686072710.030287,0.252776593,0.144477695,396.000000000
1686072710.422543,,0.145243973,
1686072710.432595,0.263239115,,652.000000000
1686072710.845003,0.304232538,0.145963326,590.000000000
1686072711.217175,0.266244113,0.146704584,775.000000000
1686072711.639595,0.268305987,0.147372514,590.000000000
1686072712.222952,0.312382936,0.148051769,652.000000000
1686072712.645480,0.283728868,0.148700356,396.000000000
1686072713.037754,0.288054556,0.149347022,183.000000000
1686072713.430009,,0.150004461,
1686072713.440069,0.273485959,,258.000000000
1686072713.852527,,0.150702238,
1686072713.862587,0.307893932,,328.000000000
1686072714.234813,0.360686630,0.151355371,775.000000000
1686072714.657264,,0.151979253,
1686072714.667325,0.302559942,,775.000000000
1686072715.059583,,0.152647391,
1686072715.069642,0.325596243,,836.000000000
1686072715.482031,0.331853747,0.153237164,652.000000000
1686072715.874307,0.291484535,0.153780267,462.000000000
1686072716.226343,0.312905222,0.154327407,396.000000000
1686072716.668874,0.354343355,0.154774278,328.000000000
1686072717.071183,0.332994074,0.155237243,396.000000000
1686072717.443245,0.309585690,0.155614585,526.000000000
1686072717.845521,0.364042252,0.155950844,526.000000000
1686072718.247847,0.355172217,0.156242505,526.000000000
1686072718.620017,0.370146722,0.156508878,526.000000000
1686072719.042450,0.391022325,0.156671956,526.000000000
1686072719.444594,0.264594734,0.156772539,462.000000000
1686072719.846795,0.308025837,0.156858116,462.000000000
1686072720.329522,0.311829180,0.156848535,956.000000000
1686072720.661399,0.306398094,0.156889722,1015.000000000
1686072721.093865,0.286862075,0.156903625,836.000000000
1686072721.465949,,0.156788856,
1686072721.476017,0.303352892,,714.000000000
1686072721.858221,0.274090022,0.156597719,396.000000000
1686072722.280714,0.238726109,0.156339735,396.000000000
1686072722.673021,0.282709092,0.156080529,526.000000000
1686072723.085419,0.229453638,0.155775294,590.000000000
1686072723.668797,0.334316283,0.155459121,526.000000000
1686072724.101393,0.346726030,0.155055955,526.000000000
1686072724.463547,0.259681046,0.154563844,462.000000000
1686072724.886001,0.217491373,0.154006124,258.000000000
1686072725.288369,0.212127596,0.153396487,258.000000000
1686072725.660543,,0.152720913,
1686072725.670640,0.252513409,,462.000000000
1686072726.052704,,0.151981831,
1686072726.062764,0.274803668,,652.000000000
1686072726.505296,0.297244251,0.151111081,896.000000000
1686072726.877421,0.283637553,0.150197655,775.000000000
1686072727.319919,0.292946309,0.149191409,652.000000000
1686072727.692046,0.295058489,0.148216352,526.000000000
1686072728.074236,0.296161622,0.147284657,526.000000000
1686072728.466515,0.306444347,0.146357611,396.000000000
1686072728.868774,0.356794804,0.145427942,396.000000000
1686072729.291206,0.332592785,0.144459069,462.000000000
1686072729.733755,0.279109687,0.143518209,462.000000000
1686072730.105845,0.319515973,0.142572790,590.000000000
1686072730.528273,0.322399676,0.141659543,714.000000000
1686072730.900340,,0.140748218,
1686072730.910399,0.335324049,,714.000000000
1686072731.262454,0.295617342,0.139851004,526.000000000
1686072731.705061,0.249999285,0.138998836,396.000000000
1686072732.067177,0.282454461,0.138094679,396.000000000
1686072732.509786,0.265987724,0.137199238,258.000000000
1686072732.871862,0.329458892,0.136307523,258.000000000
1686072733.294252,,0.135462031,
1686072733.304352,0.370573997,,590.000000000
1686072733.696594,0.386147082,0.134642780,775.000000000
1686072734.088834,0.442656189,0.133816168,775.000000000
1686072734.501266,,0.133098379,
1686072734.511326,0.413335294,,714.000000000
