__time,/amcl_cov/data,/amcl_error/data,/amcl_num_particles/data
1686072727.695400,0.361448824,0.141678542,714.000000000
1686072728.077572,0.283129960,0.140836775,396.000000000
1686072728.469859,0.290643036,0.139920294,526.000000000
1686072728.872144,0.277688831,0.139027938,396.000000000
1686072729.294554,0.289469004,0.138060465,526.000000000
1686072729.727032,,0.137110412,
1686072729.737093,0.287055105,,590.000000000
1686072730.109107,0.254805475,0.136162654,652.000000000
1686072730.531512,0.278011620,0.135292336,714.000000000
1686072730.903674,0.293891788,0.134412125,714.000000000
1686072731.265590,0.247204453,0.133540168,590.000000000
1686072731.708092,0.280095726,0.132738188,396.000000000
1686072732.060142,,0.131910920,
1686072732.070207,0.269597054,,396.000000000
1686072732.502637,,0.131127313,
1686072732.512696,0.319329619,,258.000000000
1686072732.874799,0.256230384,0.130373135,201.000000000
1686072733.297246,0.259040982,0.129626796,396.000000000
1686072733.699563,0.268871546,0.128912479,652.000000000
1686072734.091798,,0.128191024,
1686072734.101853,0.253428012,,714.000000000
1686072734.504159,0.248596296,0.127606884,836.000000000
1686072734.886338,0.265539736,0.127031952,714.000000000
1686072735.318885,0.244770899,0.126466706,526.000000000
1686072735.731158,0.234883055,0.125897378,590.000000000
1686072736.314528,0.274444818,0.125343710,526.000000000
1686072736.676557,,0.124792181,
1686072736.686615,0.297339618,,526.000000000
1686072737.098982,0.286902010,0.124290891,590.000000000
1686072737.491335,,0.123872064,
1686072737.501395,0.229548767,,526.000000000
1686072737.883575,0.240955129,0.123468578,328.000000000
1686072738.287224,0.236786380,0.123038709,201.000000000
1686072738.709638,0.318334013,0.122602925,328.000000000
1686072739.091842,0.334484518,0.122214809,590.000000000
1686072739.534363,0.276563376,0.121871807,590.000000000
1686072739.916623,0.263172626,0.121562637,896.000000000
1686072740.318850,0.250507116,0.121315449,836.000000000
1686072740.751338,0.289598227,0.121117108,775.000000000
1686072741.123441,0.243337616,0.120933175,714.000000000
1686072741.505631,0.305705309,0.120777547,714.000000000
1686072741.917973,0.306559026,0.120662354,526.000000000
1686072742.360563,0.251373500,0.120547600,396.000000000
1686072742.712472,0.357155383,0.120428205,526.000000000
1686072743.134798,0.381973863,0.120313071,590.000000000
1686072743.557162,,0.120207056,
1686072743.567222,0.269145101,,652.000000000
1686072743.959495,,0.120103754,
1686072743.969554,0.284273267,,714.000000000
1686072744.321592,0.286023408,0.119965374,526.000000000
1686072744.733984,0.283381641,0.119866610,396.000000000
1686072745.136396,0.293704987,0.119800426,328.000000000
1686072745.518634,0.303038448,0.119752906,462.000000000
1686072745.941029,0.323184371,0.119728014,526.000000000
1686072746.313223,0.206772298,0.119729288,258.000000000
1686072746.725582,0.253410846,0.119731516,462.000000000
1686072747.138005,0.288889199,0.119717561,462.000000000
1686072747.560420,,0.119719647,
1686072747.570479,0.338795602,,652.000000000
1686072747.952660,,0.119723506,
1686072747.962718,0.334391713,,652.000000000
1686072748.354991,0.304020345,0.119713917,396.000000000
1686072748.747226,0.382064939,0.119737044,396.000000000
1686072749.169605,,0.119773187,
1686072749.179662,0.377886325,,462.000000000
1686072749.551722,,0.119805664,
1686072749.561796,0.415431559,,526.000000000
1686072749.954022,0.282790452,0.119831666,462.000000000
1686072750.356363,0.303595424,0.119849987,652.000000000
1686072750.748611,0.357968181,0.119866855,836.000000000
1686072751.130806,,0.119875133,
1686072751.140866,0.328607470,,896.000000000
1686072751.573314,,0.119866021,
1686072751.583377,0.385233998,,956.000000000
1686072751.935419,0.375922143,0.119818412,590.000000000
1686072752.378018,0.414653301,0.119760759,590.000000000
1686072752.730113,0.241682604,0.119708620,201.000000000
1686072753.132424,0.237163857,0.119626969,258.000000000
1686072753.534607,0.234882638,0.119525783,396.000000000
1686072753.936919,0.287553251,0.119435869,396.000000000
1686072754.339260,0.260159075,0.119344257,396.000000000
1686072754.741603,0.331295371,0.119280443,396.000000000
1686072755.174049,0.330219537,0.119204901,328.000000000
1686072755.566331,0.315339118,0.119147107,328.000000000
1686072755.948568,0.288065463,0.119058020,396.000000000
1686072756.350829,0.260953069,0.119013809,328.000000000
1686072756.773321,0.262685776,0.118963875,462.000000000
1686072757.195662,,0.118948884,
1686072757.205721,0.255920768,,652.000000000
1686072757.658328,0.298590064,0.118943110,836.000000000
1686072757.980149,0.309625506,0.118955538,652.000000000
1686072758.412698,0.258790106,0.118999496,396.000000000
1686072758.835128,,0.119075350,
1686072758.845188,0.248099774,,652.000000000
1686072759.227332,0.275497764,0.119152054,775.000000000
1686072759.609510,0.268672734,0.119245738,775.000000000
1686072760.011806,0.269835800,0.119335450,775.000000000
1686072760.414062,0.281095028,0.119425699,652.000000000
1686072760.806201,0.215096697,0.119528458,396.000000000
1686072761.469965,0.264307797,0.119705006,775.000000000
1686072761.832040,0.262664616,0.119855151,775.000000000
1686072762.204141,,0.119996712,
1686072762.214199,0.261436224,,896.000000000
1686072762.596309,,0.120133944,
1686072762.606372,0.298133373,,714.000000000
1686072763.028794,0.265754789,0.120292917,714.000000000
1686072763.441240,0.313955814,0.120473579,396.000000000
1686072763.783218,0.222650468,0.120622575,201.000000000
1686072764.225751,0.249658927,0.120786697,258.000000000
1686072764.587873,0.245756909,0.120961107,328.000000000
1686072765.000248,0.235131904,0.121142544,396.000000000
1686072765.392491,0.277173549,0.121292070,396.000000000
1686072765.794773,0.245778099,0.121468328,258.000000000
1686072766.186963,0.231987983,0.121643499,201.000000000
1686072766.639439,0.212459594,0.121810541,201.000000000
1686072767.031611,0.279152751,0.121982753,462.000000000
1686072767.454079,0.313842803,0.122162595,526.000000000
1686072767.806031,,0.122330807,
1686072767.816091,0.390171856,,775.000000000
1686072768.228411,,0.122485064,
1686072768.238469,0.428114980,,775.000000000
1686072768.620781,0.361598283,0.122600488,1000.000000000
1686072769.023134,,0.122690581,
1686072769.033193,0.381188095,,1000.000000000
1686072769.426541,,0.122749567,
1686072769.436601,0.410316825,,1000.000000000
1686072769.818808,,0.122772828,
1686072769.828870,0.363681734,,956.000000000
1686072770.211081,0.371372759,0.122783825,836.000000000
1686072770.613488,0.385653257,0.122784846,836.000000000
1686072771.035918,0.385338992,0.122784838,1000.000000000
1686072771.438198,0.349763036,0.122747704,590.000000000
1686072771.820399,0.360811025,0.122722872,590.000000000
1686072772.232788,0.375348121,0.122692980,590.000000000
1686072772.604806,0.334238529,0.122708522,396.000000000
1686072773.017192,0.338147849,0.122731708,396.000000000
1686072773.459783,0.361355841,0.122786626,396.000000000
1686072773.851990,0.287717432,0.122856714,396.000000000
1686072774.214075,0.287332296,0.122939497,462.000000000
1686072774.656514,,0.123035729,
1686072774.666574,0.314718127,,396.000000000
1686072775.048790,0.364065200,0.123159729,396.000000000
1686072775.461149,0.366511226,0.123296663,526.000000000
1686072775.853380,,0.123400368,
1686072775.863437,0.350425035,,775.000000000
1686072776.235561,0.395985872,0.123484246,775.000000000
1686072776.657997,0.406123817,0.123514675,956.000000000
1686072777.060382,,0.123531610,
1686072777.070440,0.441772521,,956.000000000
1686072777.462738,0.464006782,0.123574622,1000.000000000
1686072777.834908,,0.123626888,
1686072777.844972,0.342932224,,714.000000000
1686072778.287358,0.352071196,0.123670898,590.000000000
1686072778.649447,,0.123725034,
1686072778.659508,0.407153398,,652.000000000
1686072779.072008,0.419202775,0.123769179,652.000000000
1686072779.464954,0.448698968,0.123815350,462.000000000
1686072779.867253,0.314159244,0.123867013,462.000000000
1686072780.249452,0.324738652,0.123927511,896.000000000
1686072780.651814,0.324456453,0.123927109,896.000000000
1686072781.064199,,0.123948678,
1686072781.074254,0.367250353,,896.000000000
1686072781.446412,0.349274307,0.123999752,1000.000000000
1686072781.858774,0.322851002,0.124062307,775.000000000
1686072782.271057,0.314839035,0.124107428,590.000000000
1686072782.693511,0.391534805,0.124172427,652.000000000
1686072783.055573,,0.124268934,
1686072783.065631,0.379830450,,652.000000000
1686072783.447804,0.344930857,0.124367870,836.000000000
1686072783.890412,0.294175833,0.124458522,836.000000000
1686072784.282665,0.324436098,0.124552727,836.000000000
1686072784.684950,0.287367463,0.124636307,775.000000000
1686072785.057091,0.288762599,0.124733061,652.000000000
1686072785.479519,0.248877674,0.124816418,462.000000000
1686072785.871738,0.259794176,0.124897584,201.000000000
1686072786.263866,,0.124975890,
1686072786.273924,0.309553474,,201.000000000
1686072786.666217,0.348600984,0.125041783,258.000000000
1686072787.078591,0.331455857,0.125106603,526.000000000
1686072787.511069,0.348837286,0.125176474,896.000000000
1686072787.852980,,0.125237182,
1686072787.863038,0.268341690,,836.000000000
1686072788.255254,0.304202199,0.125298291,836.000000000
1686072788.697744,0.328472227,0.125350162,836.000000000
1686072789.089930,0.306972951,0.125383928,714.000000000
1686072789.462013,0.243584186,0.125427321,258.000000000
1686072790.125868,,0.125432819,
1686072790.135928,0.300658375,,258.000000000
1686072790.518183,0.255156100,0.125431210,462.000000000
1686072790.880251,0.276119679,0.125429288,526.000000000
1686072791.282696,0.305000901,0.125410661,714.000000000
1686072791.705130,0.288062662,0.125386313,652.000000000
1686072792.137628,0.300860822,0.125346541,836.000000000
1686072792.509733,0.322002172,0.125296146,652.000000000
1686072792.922098,0.289155424,0.125227198,652.000000000
1686072793.274075,0.272819519,0.125178277,526.000000000
1686072793.746806,0.264021158,0.125109479,526.000000000
1686072794.140831,,0.125043899,
1686072794.150892,0.240264907,,462.000000000
1686072794.482840,0.239398390,0.124995887,462.000000000
1686072794.955562,0.269832999,0.124929741,462.000000000
1686072795.317554,0.261494666,0.124856852,328.000000000
1686072795.699774,0.241246402,0.124747880,328.000000000
1686072796.132253,,0.124622837,
1686072796.142313,0.279274762,,328.000000000
1686072796.544742,0.285146862,0.124493331,462.000000000
1686072796.947070,0.300899327,0.124360740,462.000000000
1686072797.329267,0.326196343,0.124230184,526.000000000
1686072797.681282,,0.124097429,
1686072797.691337,0.272471488,,396.000000000
1686072798.083431,0.290865988,0.123945951,396.000000000
1686072798.495780,,0.123810887,
1686072798.505839,0.231010824,,258.000000000
1686072798.918199,0.265503109,0.123674400,258.000000000
1686072799.310565,0.332319349,0.123560965,396.000000000
1686072799.692740,0.309458196,0.123439133,396.000000000
1686072800.106707,,0.123319417,
1686072800.116764,0.284240901,,526.000000000
1686072800.740317,0.260917366,0.123230614,462.000000000
1686072801.112490,0.300777107,0.123138495,396.000000000
1686072801.746074,,0.123066485,
1686072801.756133,0.383383662,,462.000000000
1686072802.138389,0.344500422,0.122988790,526.000000000
1686072802.530676,0.327649504,0.122916818,714.000000000
1686072802.922969,0.322000384,0.122844227,896.000000000
1686072803.315196,0.321707249,0.122757584,956.000000000
1686072803.727638,0.308222979,0.122670621,836.000000000
1686072804.140006,0.293439686,0.122589111,775.000000000
1686072804.542413,0.287181377,0.122512333,462.000000000
1686072804.934687,0.319611937,0.122438349,328.000000000
1686072805.347050,0.249474689,0.122346029,258.000000000
1686072805.739237,0.256689548,0.122264497,201.000000000
1686072806.171683,,0.122197054,
1686072806.181742,0.254751235,,201.000000000
1686072806.553896,0.248469576,0.122129962,590.000000000
1686072807.046734,0.241769820,0.122058786,652.000000000
1686072807.348526,,0.121992037,
1686072807.358584,0.239581421,,652.000000000
1686072807.750925,0.282682955,0.121926233,526.000000000
1686072808.153286,0.256864041,0.121867262,462.000000000
1686072808.605952,0.308475405,0.121805765,396.000000000
1686072808.978062,0.311061233,0.121742569,462.000000000
1686072809.410557,0.269075990,0.121674158,652.000000000
1686072809.752539,0.265595526,0.121599801,652.000000000
1686072810.186996,0.347802162,0.121521190,714.000000000
1686072810.569204,,0.121420056,
1686072810.579264,0.291062236,,652.000000000
1686072810.991619,0.335973710,0.121302418,526.000000000
1686072811.373826,0.315359622,0.121164732,590.000000000
1686072811.756025,0.359431416,0.121036194,714.000000000
1686072812.218666,0.285596013,0.120884746,896.000000000
1686072812.590838,0.275489032,0.120735005,836.000000000
1686072812.932803,0.241232559,0.120615371,526.000000000
1686072813.345172,0.249159381,0.120489493,462.000000000
1686072813.737384,0.266289979,0.120373458,462.000000000
1686072814.159820,0.238799915,0.120245092,328.000000000
1686072814.541889,0.258836865,0.120127648,328.000000000
1686072814.974320,0.242220104,0.119996801,462.000000000
1686072815.346750,0.272073507,0.119865417,590.000000000
1686072815.739024,,0.119738191,
1686072815.749084,0.233021349,,328.000000000
1686072816.141294,0.268478304,0.119610168,462.000000000
1686072816.563730,0.280729532,0.119490944,396.000000000
1686072816.945912,0.287762046,0.119367823,396.000000000
1686072817.368405,0.284225017,0.119247019,590.000000000
1686072817.770730,,0.119118840,
1686072817.780789,0.241248265,,526.000000000
1686072818.152942,0.277435422,0.119000241,590.000000000
1686072818.585437,0.287665635,0.118872963,462.000000000
1686072818.957593,0.309993953,0.118746765,462.000000000
1686072819.359959,0.356462866,0.118623853,526.000000000
1686072819.782395,0.423120499,0.118510261,652.000000000
1686072820.156752,0.418252379,0.118399151,652.000000000
1686072820.558981,0.289705515,0.118288256,526.000000000
1686072820.961342,0.315212309,0.118176542,396.000000000
1686072821.363607,0.271727204,0.118072137,462.000000000
1686072821.765826,0.267107457,0.117956795,775.000000000
1686072822.168173,0.290619075,0.117858142,775.000000000
1686072822.570504,0.307145804,0.117782965,714.000000000
1686072822.992887,0.323135078,0.117707051,526.000000000
1686072823.415334,0.302649319,0.117639445,526.000000000
1686072823.797541,0.355350405,0.117569670,526.000000000
1686072824.179793,,0.117501624,
1686072824.189852,0.359995276,,714.000000000
1686072824.612204,0.359502435,0.117444910,714.000000000
1686072824.974231,0.357948065,0.117390893,836.000000000
1686072825.376493,0.374332249,0.117351167,775.000000000
1686072825.778747,0.397750318,0.117316112,714.000000000
1686072826.191142,0.427786231,0.117280997,652.000000000
1686072826.593372,0.281895697,0.117269434,201.000000000
1686072826.985620,0.286104888,0.117255859,201.000000000
1686072827.387795,0.281191409,0.117242716,258.000000000
1686072827.810190,0.364430279,0.117226787,462.000000000
1686072828.202431,0.341469884,0.117200837,462.000000000
1686072828.584561,0.374249339,0.117163084,526.000000000
1686072829.037144,0.367837965,0.117112964,462.000000000
1686072829.419378,0.378787071,0.117048644,462.000000000
1686072829.841743,0.347309589,0.116979115,396.000000000
1686072830.213869,0.289557070,0.116901472,396.000000000
1686072830.596034,0.316308171,0.116825148,258.000000000
1686072831.008444,0.272080749,0.116759829,258.000000000
1686072831.400749,0.335070193,0.116696835,462.000000000
1686072831.813188,0.440183461,0.116653576,526.000000000
1686072832.215389,0.360045612,0.116616845,526.000000000
1686072832.637779,0.322457105,0.116588183,462.000000000
1686072833.009935,0.360165149,0.116567999,462.000000000
1686072833.412209,0.420329899,0.116548710,526.000000000
1686072833.814578,0.316230029,0.116520748,462.000000000
1686072834.257120,0.310302198,0.116482526,462.000000000
1686072834.609159,,0.116447590,
1686072834.619225,0.340143919,,775.000000000
1686072835.041768,,0.116398983,
1686072835.051830,0.338893384,,775.000000000
1686072835.434055,0.312617600,0.116343610,896.000000000
1686072835.836350,0.342298120,0.116275273,714.000000000
1686072836.248781,0.339402914,0.116199411,526.000000000
1686072836.651120,,0.116140485,
1686072836.661178,0.323838234,,590.000000000
1686072837.053289,0.336754471,0.116051309,328.000000000
1686072837.465511,0.263337344,0.115969606,328.000000000
1686072837.877734,,0.115907706,
1686072837.887805,0.263954729,,328.000000000
1686072838.269964,0.275574893,0.115856253,652.000000000
1686072838.672328,0.275567681,0.115801886,652.000000000
1686072839.054630,0.350265950,0.115756847,775.000000000
1686072839.466975,0.295355797,0.115706094,896.000000000
1686072840.070419,0.284208775,0.115653954,652.000000000
1686072840.482783,0.287778944,0.115603991,201.000000000
1686072840.854896,0.278761923,0.115568630,258.000000000
1686072841.287324,0.312103748,0.115542755,396.000000000
1686072841.679536,0.251576215,0.115513191,526.000000000
1686072842.061696,,0.115482792,
1686072842.071756,0.254656345,,775.000000000
1686072842.473955,0.299525470,0.115466624,775.000000000
1686072842.836034,0.281155914,0.115455344,896.000000000
1686072843.238367,0.284063667,0.115453646,775.000000000
1686072843.660800,0.293784827,0.115446843,462.000000000
1686072844.063138,0.285393298,0.115450561,526.000000000
1686072844.465397,0.288228422,0.115450993,652.000000000
1686072844.837504,,0.115447439,
1686072844.857625,0.305400461,,775.000000000
1686072845.280159,0.295922786,0.115429625,836.000000000
1686072845.662292,0.265773237,0.115418114,714.000000000
1686072846.084754,0.279536724,0.115396895,714.000000000
1686072846.477019,0.261902124,0.115385689,462.000000000
1686072846.909505,0.308004171,0.115369782,396.000000000
1686072847.281586,0.295267463,0.115360789,526.000000000
1686072847.663729,0.330217868,0.115368672,775.000000000
1686072848.096249,0.381062031,0.115372635,836.000000000
1686072848.488533,0.409561157,0.115377873,836.000000000
1686072848.931096,0.373728931,0.115358964,836.000000000
1686072849.293199,,0.115350440,
1686072849.303257,0.396304846,,775.000000000
1686072849.695477,0.420560449,0.115343757,590.000000000
1686072850.077626,0.409842521,0.115352675,526.000000000
1686072850.479882,0.296343625,0.115361214,396.000000000
1686072850.882215,0.303723544,0.115376443,396.000000000
1686072851.274453,,0.115411237,
1686072851.284510,0.301377475,,396.000000000
1686072851.676740,0.304408908,0.115460299,652.000000000
1686072852.069002,0.320162416,0.115513273,836.000000000
1686072852.471359,0.274245739,0.115564577,714.000000000
1686072852.883747,0.306841820,0.115597636,526.000000000
1686072853.306207,0.296625346,0.115646146,396.000000000
1686072853.688464,0.244796157,0.115697138,462.000000000
1686072854.080728,0.242561087,0.115744844,775.000000000
1686072854.513225,,0.115806215,
1686072854.523284,0.279486209,,836.000000000
1686072854.905500,0.269067287,0.115852378,896.000000000
1686072855.317826,0.284886301,0.115903363,526.000000000
1686072855.740259,0.311584234,0.115942560,462.000000000
1686072856.132503,0.286223024,0.115987308,396.000000000
1686072856.534803,,0.116018608,
1686072856.544868,0.236490250,,462.000000000
1686072856.917065,,0.116065636,
1686072856.927125,0.266313463,,462.000000000
1686072857.309268,0.260630816,0.116135150,396.000000000
1686072857.711514,,0.116199613,
1686072857.721572,0.262874365,,396.000000000
1686072858.123779,0.241651192,0.116275877,201.000000000
1686072858.546197,0.262324482,0.116357811,328.000000000
1686072858.908195,,0.116441384,
1686072858.918259,0.287765920,,396.000000000
1686072859.340711,0.297154844,0.116538100,526.000000000
1686072859.702886,0.303784847,0.116652913,462.000000000
1686072860.135412,0.298021585,0.116773412,396.000000000
1686072860.577986,0.274037629,0.116907284,396.000000000
1686072860.889829,,0.117046192,
1686072860.899891,0.274885029,,328.000000000
1686072861.292190,,0.117189348,
1686072861.302248,0.270597160,,462.000000000
1686072861.694474,,0.117338628,
1686072861.704533,0.273458838,,526.000000000
1686072862.106829,,0.117506802,
1686072862.116889,0.301140249,,590.000000000
1686072862.499088,0.290648788,0.117683284,836.000000000
1686072862.961734,0.295949131,0.117860533,775.000000000
1686072863.303632,,0.118039139,
1686072863.313691,0.319413900,,590.000000000
1686072863.726198,0.311234146,0.118222184,590.000000000
1686072864.138624,0.303194672,0.118410356,775.000000000
1686072864.531038,0.305372834,0.118602045,896.000000000
1686072864.943395,0.327155977,0.118799888,896.000000000
1686072865.345735,,0.119009964,
1686072865.355798,0.301756054,,896.000000000
1686072865.798320,,0.119224243,
1686072865.808378,0.304937780,,526.000000000
1686072866.170496,0.341146618,0.119449832,462.000000000
1686072866.542660,0.317764729,0.119691640,652.000000000
1686072866.944962,0.270440131,0.119940989,396.000000000
1686072867.377431,0.260277927,0.120214865,396.000000000
1686072867.789734,0.261437833,0.120498508,396.000000000
1686072868.161921,0.295902163,0.120775968,328.000000000
1686072868.564352,0.289505452,0.121060878,396.000000000
1686072868.956673,,0.121353671,
1686072868.966733,0.289714634,,328.000000000
1686072869.358929,,0.121641472,
1686072869.368988,0.324653566,,526.000000000
1686072869.741095,,0.121930420,
1686072869.751159,0.366711855,,775.000000000
1686072870.133362,0.310380161,0.122228742,836.000000000
1686072870.575837,0.334586799,0.122532152,896.000000000
1686072870.978047,0.327104926,0.122839957,652.000000000
1686072871.380362,0.261543781,0.123137541,462.000000000
1686072871.762561,0.243136540,0.123438999,396.000000000
1686072872.174933,0.276404113,0.123749301,396.000000000
1686072872.557164,0.298616588,0.124066211,328.000000000
1686072872.949375,0.238797098,0.124384753,462.000000000
1686072873.341679,0.259758502,0.124702901,652.000000000
1686072873.733939,,0.125022426,
1686072873.743999,0.273715168,,714.000000000
1686072874.136280,,0.125356063,
1686072874.146343,0.294490755,,714.000000000
1686072874.538567,0.272925884,0.125691041,652.000000000
1686072874.950903,0.325890154,0.126033068,462.000000000
1686072875.343199,0.305124998,0.126386315,590.000000000
