__time,/amcl_cov/data,/amcl_error/data,/amcl_num_particles/data
1686072875.775685,0.353020638,0.126745805,652.000000000
1686072876.147859,,0.127100572,
1686072876.157916,0.344754487,,775.000000000
1686072876.620544,0.316280663,0.127428517,775.000000000
1686072876.962434,0.325499266,0.127774566,526.000000000
1686072877.384839,0.348087281,0.128115699,328.000000000
1686072877.746909,0.267751098,0.128470629,201.000000000
1686072878.209487,0.272048056,0.128822699,328.000000000
1686072878.601734,,0.129165456,
1686072878.611798,0.264756471,,462.000000000
1686072878.973855,0.263738513,0.129515231,396.000000000
1686072879.406394,0.257031441,0.129844472,396.000000000
1686072879.808754,,0.130157366,
1686072879.818816,0.270440549,,396.000000000
1686072880.211034,0.264241368,0.130468488,258.000000000
1686072880.603350,0.233905762,0.130763650,652.000000000
1686072880.985454,0.223742232,0.131063670,775.000000000
1686072881.397804,,0.131334051,
1686072881.407863,0.259409308,,775.000000000
1686072881.840352,0.261547804,0.131598786,775.000000000
1686072882.212504,0.225739285,0.131848052,462.000000000
1686072882.634872,0.278032839,0.132095277,396.000000000
1686072882.966733,0.280018032,0.132335484,328.000000000
1686072883.389189,0.232297570,0.132569879,396.000000000
1686072883.771382,0.248599097,0.132795170,328.000000000
1686072884.183773,,0.133002415,
1686072884.193839,0.230955601,,396.000000000
1686072884.575968,0.273719937,0.133191571,462.000000000
1686072884.978331,0.267448634,0.133389160,328.000000000
1686072885.370575,,0.133586943,
1686072885.380634,0.301011562,,396.000000000
1686072885.793024,,0.133766621,
1686072885.803082,0.246909603,,396.000000000
1686072886.215435,0.272077471,0.133934021,526.000000000
1686072886.637847,0.276287913,0.134080201,652.000000000
1686072886.999934,,0.134217590,
1686072887.009996,0.299926668,,775.000000000
1686072887.442557,,0.134329036,
1686072887.452639,0.317608148,,775.000000000
1686072887.844910,,0.134447873,
1686072887.854970,0.273801357,,652.000000000
1686072888.186926,,0.134588271,
1686072888.196986,0.254953057,,462.000000000
1686072888.609361,0.278636396,0.134710550,526.000000000
1686072889.031800,,0.134840757,
1686072889.041862,0.307285994,,652.000000000
1686072889.434193,,0.134972885,
1686072889.444253,0.234659448,,775.000000000
1686072889.826622,0.278298676,0.135107607,775.000000000
1686072890.249011,0.287687421,0.135208622,590.000000000
1686072890.621231,0.311342269,0.135323420,462.000000000
1686072891.043557,0.346220464,0.135439396,462.000000000
1686072891.445776,,0.135566831,
1686072891.455830,0.386888564,,590.000000000
1686072891.848024,0.348324895,0.135674104,714.000000000
1686072892.220045,0.374379307,0.135774955,714.000000000
1686072892.642457,,0.135866433,
1686072892.652517,0.382778257,,526.000000000
1686072893.054818,0.381969929,0.135948345,526.000000000
1686072893.457211,0.296279877,0.136037871,526.000000000
1686072893.829340,,0.136151031,
1686072893.839403,0.347522140,,462.000000000
1686072894.241731,,0.136253223,
1686072894.251793,0.347549736,,396.000000000
1686072894.644057,0.348838151,0.136353567,396.000000000
1686072895.076575,0.359203547,0.136473671,462.000000000
1686072895.418448,,0.136614904,
1686072895.428509,0.371188492,,396.000000000
1686072895.810691,0.358149350,0.136738062,396.000000000
1686072896.212989,0.363907099,0.136860520,526.000000000
1686072896.655689,0.345627189,0.136964902,590.000000000
1686072897.017737,0.344257832,0.137078851,652.000000000
1686072897.460263,0.367235452,0.137170777,590.000000000
1686072897.812297,,0.137285888,
1686072897.822356,0.283210665,,396.000000000
1686072898.264942,,0.137409657,
1686072898.275002,0.324504972,,396.000000000
1686072898.647200,0.348839015,0.137531072,652.000000000
1686072899.049506,0.343711048,0.137671545,775.000000000
1686072899.461876,0.309599578,0.137796998,714.000000000
1686072899.854157,0.295371056,0.137926430,652.000000000
1686072900.276557,0.322680593,0.138068765,526.000000000
1686072900.648715,,0.138204306,
1686072900.658774,0.232877806,,328.000000000
1686072901.030922,,0.138352796,
1686072901.040983,0.291391671,,590.000000000
1686072901.443207,0.289586604,0.138504788,775.000000000
1686072901.835448,0.298579872,0.138673738,836.000000000
1686072902.237782,0.349411279,0.138841987,714.000000000
1686072902.640173,0.247922257,0.139003977,526.000000000
1686072903.032447,0.204911336,0.139150739,328.000000000
1686072903.495095,0.221875131,0.139289424,201.000000000
1686072903.887362,0.255907536,0.139417812,201.000000000
1686072904.269507,,0.139541477,
1686072904.279570,0.275100142,,396.000000000
1686072904.651742,0.264177829,0.139667928,526.000000000
1686072905.074184,0.276333988,0.139795825,836.000000000
1686072905.486558,,0.139914945,
1686072905.496629,0.273441195,,714.000000000
1686072905.848599,0.250173688,0.140035138,526.000000000
1686072906.311182,,0.140138060,
1686072906.321243,0.272381365,,462.000000000
1686072906.693323,,0.140212655,
1686072906.703364,0.287842661,,462.000000000
1686072907.125862,0.315035045,0.140286684,652.000000000
1686072907.487910,0.289595127,0.140343383,652.000000000
1686072907.880131,0.314587086,0.140385881,896.000000000
1686072908.272281,,0.140404642,
1686072908.282342,0.354041278,,896.000000000
1686072908.664565,,0.140421391,
1686072908.674622,0.328440726,,775.000000000
1686072909.056739,0.339771479,0.140422717,462.000000000
1686072909.459107,0.282301307,0.140403047,396.000000000
1686072909.881508,0.269455969,0.140350431,396.000000000
1686072910.253884,,0.140285298,
1686072910.263964,0.265681148,,462.000000000
1686072910.696398,0.321579039,0.140206531,396.000000000
1686072911.098762,0.268948078,0.140125886,328.000000000
1686072911.470931,,0.140041888,
1686072911.481031,0.274156064,,526.000000000
1686072911.893490,0.288514793,0.139963612,652.000000000
1686072912.265505,0.260294288,0.139870092,328.000000000
1686072912.677957,0.317207754,0.139760986,328.000000000
1686072913.100474,0.253442258,0.139641955,258.000000000
1686072913.512863,0.260156095,0.139509514,201.000000000
1686072913.905112,,0.139364362,
1686072913.915173,0.300384879,,258.000000000
1686072914.337614,,0.139216214,
1686072914.347679,0.344587028,,462.000000000
1686072914.729904,0.383248776,0.139072463,462.000000000
1686072915.112085,0.421760261,0.138937756,526.000000000
1686072915.494260,,0.138785481,
1686072915.504318,0.437780589,,526.000000000
1686072915.886525,0.422282934,0.138649985,836.000000000
1686072916.308989,0.416947573,0.138512492,896.000000000
1686072916.731447,0.346793741,0.138397217,836.000000000
1686072917.103563,0.373120636,0.138283283,836.000000000
1686072917.525931,0.371794790,0.138198510,714.000000000
1686072917.918199,,0.138128966,
1686072917.928281,0.395447880,,526.000000000
1686072918.300426,0.380858779,0.138072014,590.000000000
1686072918.722946,0.336907566,0.138012230,775.000000000
1686072919.155420,0.323005825,0.137981832,836.000000000
1686072919.517520,0.300392359,0.137955531,714.000000000
1686072919.919804,0.311863005,0.137948141,590.000000000
1686072920.573752,0.345941037,0.137959242,590.000000000
1686072920.945912,0.320319504,0.137983456,652.000000000
1686072921.328220,,0.138011128,
1686072921.338279,0.272192717,,590.000000000
1686072921.710449,0.266822159,0.138046712,590.000000000
1686072922.122799,0.300591022,0.138101712,526.000000000
1686072922.524994,0.248892963,0.138168216,328.000000000
1686072922.977563,0.268420994,0.138252422,396.000000000
1686072923.319445,0.277359039,0.138337061,258.000000000
1686072923.721748,0.250772148,0.138421625,201.000000000
1686072924.154231,0.261689007,0.138512492,258.000000000
1686072924.566605,0.256522447,0.138624430,396.000000000
1686072924.918639,0.262597144,0.138730749,652.000000000
1686072925.331030,0.296582669,0.138852954,714.000000000
1686072925.753502,0.311807543,0.138987720,775.000000000
1686072926.135690,0.263725132,0.139136508,652.000000000
1686072926.507799,,0.139295295,
1686072926.517857,0.210776225,,328.000000000
1686072926.930216,0.231499910,0.139468729,396.000000000
1686072927.342601,0.274740279,0.139631271,258.000000000
1686072927.744925,0.240061671,0.139810354,328.000000000
1686072928.157241,0.245550573,0.140009254,396.000000000
1686072928.549504,0.264397800,0.140216395,396.000000000
1686072928.931681,0.265136749,0.140418917,462.000000000
1686072929.333965,0.229616389,0.140619755,258.000000000
1686072929.736270,0.247226477,0.140808210,201.000000000
1686072930.158690,,0.140986532,
1686072930.168748,0.238633692,,396.000000000
1686072930.520763,,0.141164064,
1686072930.530824,0.259080201,,526.000000000
1686072930.963340,0.270293534,0.141342491,652.000000000
1686072931.355567,,0.141504094,
1686072931.365633,0.278568298,,652.000000000
1686072931.767923,0.264508426,0.141655371,590.000000000
1686072932.160116,0.276601851,0.141807660,462.000000000
1686072932.592590,0.289725751,0.141942367,526.000000000
1686072932.964728,0.314452976,0.142071068,652.000000000
1686072933.336778,0.293805927,0.142197818,714.000000000
1686072933.739154,,0.142318174,
1686072933.749210,0.311316490,,836.000000000
1686072934.161630,0.342585325,0.142432213,896.000000000
1686072934.543743,0.319727600,0.142526612,526.000000000
